,Address,AddressAccuracy,AddressNumberAndStreet,Block,Date,Latitude,Longitude,NumMosquitos,Species,Street,Time,Trap,WnvPresent,geometry,spray
2533,"2100 North Stave Street, Chicago, IL 60647, USA",8.0,"2100  N STAVE ST, Chicago, IL",21.0,2007-08-24,41.9193,-87.6943,2.0,CULEX PIPIENS/RESTUANS, N STAVE ST,,T050,0.0,POINT (-87.694259 41.919343),no_spray
2534,"2100 North Stave Street, Chicago, IL 60647, USA",8.0,"2100  N STAVE ST, Chicago, IL",21.0,2007-08-24,41.9193,-87.6943,3.0,CULEX PIPIENS, N STAVE ST,,T050,0.0,POINT (-87.694259 41.919343),no_spray
2535,"2200 North Cannon Drive, Chicago, IL 60614, USA",8.0,"2200  N CANNON DR, Chicago, IL",22.0,2007-08-24,41.922,-87.6321,3.0,CULEX PIPIENS/RESTUANS, N CANNON DR,,T054,0.0,POINT (-87.632085 41.921965),no_spray
2536,"2200 North Cannon Drive, Chicago, IL 60614, USA",8.0,"2200  N CANNON DR, Chicago, IL",22.0,2007-08-24,41.922,-87.6321,2.0,CULEX PIPIENS, N CANNON DR,,T054,0.0,POINT (-87.632085 41.921965),no_spray
2537,"2200 West 113th Street, Chicago, IL 60643, USA",8.0,"2200  W 113TH ST, Chicago, IL",22.0,2007-08-24,41.6883,-87.6767,14.0,CULEX PIPIENS/RESTUANS, W 113TH ST,,T086,0.0,POINT (-87.676709 41.688324),no_spray
2538,"2200 West 113th Street, Chicago, IL 60643, USA",8.0,"2200  W 113TH ST, Chicago, IL",22.0,2007-08-24,41.6883,-87.6767,6.0,CULEX PIPIENS/RESTUANS, W 113TH ST,,T086,0.0,POINT (-87.676709 41.688324),no_spray
2539,"2200 West 113th Street, Chicago, IL 60643, USA",8.0,"2200  W 113TH ST, Chicago, IL",22.0,2007-08-24,41.6883,-87.6767,49.0,CULEX PIPIENS/RESTUANS, W 113TH ST,,T086,1.0,POINT (-87.676709 41.688324),no_spray
2540,"2200 West 113th Street, Chicago, IL 60643, USA",8.0,"2200  W 113TH ST, Chicago, IL",22.0,2007-08-24,41.6883,-87.6767,2.0,CULEX PIPIENS, W 113TH ST,,T086,1.0,POINT (-87.676709 41.688324),no_spray
2541,"2200 West 113th Street, Chicago, IL 60643, USA",8.0,"2200  W 113TH ST, Chicago, IL",22.0,2007-08-24,41.6883,-87.6767,36.0,CULEX PIPIENS, W 113TH ST,,T086,1.0,POINT (-87.676709 41.688324),no_spray
2542,"1100 South Peoria Street, Chicago, IL 60608, USA",8.0,"1100  S PEORIA ST, Chicago, IL",11.0,2007-08-24,41.8623,-87.6489,3.0,CULEX PIPIENS/RESTUANS, S PEORIA ST,,T091,0.0,POINT (-87.64886 41.862292),no_spray
2543,"1100 South Peoria Street, Chicago, IL 60608, USA",8.0,"1100  S PEORIA ST, Chicago, IL",11.0,2007-08-24,41.8623,-87.6489,3.0,CULEX PIPIENS, S PEORIA ST,,T091,0.0,POINT (-87.64886 41.862292),no_spray
2544,"1700 West 95th Street, Chicago, IL 60643, USA",9.0,"1700  W 95TH ST, Chicago, IL",17.0,2007-08-24,41.7208,-87.666,10.0,CULEX PIPIENS/RESTUANS, W 95TH ST,,T094,0.0,POINT (-87.666014 41.720848),no_spray
2545,"1700 West 95th Street, Chicago, IL 60643, USA",9.0,"1700  W 95TH ST, Chicago, IL",17.0,2007-08-24,41.7208,-87.666,6.0,CULEX PIPIENS, W 95TH ST,,T094,0.0,POINT (-87.666014 41.720848),no_spray
2546,"2200 West 89th Street, Chicago, IL 60643, USA",8.0,"2200  W 89TH ST, Chicago, IL",22.0,2007-08-24,41.7319,-87.6775,21.0,CULEX PIPIENS/RESTUANS, W 89TH ST,,T096,0.0,POINT (-87.67751199999999 41.731922),no_spray
2547,"2200 West 89th Street, Chicago, IL 60643, USA",8.0,"2200  W 89TH ST, Chicago, IL",22.0,2007-08-24,41.7319,-87.6775,5.0,CULEX RESTUANS, W 89TH ST,,T096,0.0,POINT (-87.67751199999999 41.731922),no_spray
2548,"2200 West 89th Street, Chicago, IL 60643, USA",8.0,"2200  W 89TH ST, Chicago, IL",22.0,2007-08-24,41.7319,-87.6775,4.0,CULEX PIPIENS, W 89TH ST,,T096,0.0,POINT (-87.67751199999999 41.731922),no_spray
2549,"2200 West 89th Street, Chicago, IL 60643, USA",8.0,"2200  W 89TH ST, Chicago, IL",22.0,2007-08-24,41.7319,-87.6775,1.0,CULEX TERRITANS, W 89TH ST,,T096,0.0,POINT (-87.67751199999999 41.731922),no_spray
2550,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",8.0,"6500  N OAK PARK AVE, Chicago, IL",65.0,2007-08-24,41.9991,-87.7956,8.0,CULEX PIPIENS/RESTUANS, N OAK PARK AVE,,T143,0.0,POINT (-87.795585 41.999129),no_spray
2551,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",8.0,"6500  N OAK PARK AVE, Chicago, IL",65.0,2007-08-24,41.9991,-87.7956,4.0,CULEX PIPIENS, N OAK PARK AVE,,T143,0.0,POINT (-87.795585 41.999129),no_spray
2552,"7500 North Oakley Avenue, Chicago, IL 60645, USA",8.0,"7500  N OAKLEY AVE, Chicago, IL",75.0,2007-08-24,42.0174,-87.6878,1.0,CULEX PIPIENS/RESTUANS, N OAKLEY AVE,,T148,0.0,POINT (-87.68776899999999 42.01743),no_spray
2553,"1500 North Long Avenue, Chicago, IL 60651, USA",8.0,"1500  N LONG AVE, Chicago, IL",15.0,2007-08-24,41.9076,-87.7609,17.0,CULEX PIPIENS/RESTUANS, N LONG AVE,,T153,0.0,POINT (-87.760886 41.907645),no_spray
2554,"1500 North Long Avenue, Chicago, IL 60651, USA",8.0,"1500  N LONG AVE, Chicago, IL",15.0,2007-08-24,41.9076,-87.7609,7.0,CULEX PIPIENS, N LONG AVE,,T153,0.0,POINT (-87.760886 41.907645),no_spray
2555,"9100 West Higgins Avenue, Chicago, IL 60656, USA",8.0,"9100  W HIGGINS AVE, Chicago, IL",91.0,2007-08-24,41.982,-87.8128,7.0,CULEX PIPIENS/RESTUANS, W HIGGINS AVE,,T009,0.0,POINT (-87.812827 41.981964),no_spray
2556,"9100 West Higgins Avenue, Chicago, IL 60656, USA",8.0,"9100  W HIGGINS AVE, Chicago, IL",91.0,2007-08-24,41.982,-87.8128,3.0,CULEX RESTUANS, W HIGGINS AVE,,T009,0.0,POINT (-87.812827 41.981964),no_spray
2557,"9100 West Higgins Avenue, Chicago, IL 60656, USA",8.0,"9100  W HIGGINS AVE, Chicago, IL",91.0,2007-08-24,41.982,-87.8128,28.0,CULEX PIPIENS, W HIGGINS AVE,,T009,1.0,POINT (-87.812827 41.981964),no_spray
2558,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",8.0,"3600  N PITTSBURGH AVE, Chicago, IL",36.0,2007-08-24,41.9449,-87.8328,17.0,CULEX PIPIENS/RESTUANS, N PITTSBURGH AVE,,T011,0.0,POINT (-87.832763 41.944869),no_spray
2559,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",8.0,"3600  N PITTSBURGH AVE, Chicago, IL",36.0,2007-08-24,41.9449,-87.8328,9.0,CULEX PIPIENS, N PITTSBURGH AVE,,T011,1.0,POINT (-87.832763 41.944869),no_spray
2560,"7200 North Oketo Avenue, Chicago, IL 60631, USA",8.0,"7200  N OKETO AVE, Chicago, IL",72.0,2007-08-24,42.0116,-87.8115,9.0,CULEX PIPIENS/RESTUANS, N OKETO AVE,,T016,1.0,POINT (-87.81150600000001 42.011601),no_spray
2561,"7200 North Oketo Avenue, Chicago, IL 60631, USA",8.0,"7200  N OKETO AVE, Chicago, IL",72.0,2007-08-24,42.0116,-87.8115,9.0,CULEX PIPIENS, N OKETO AVE,,T016,0.0,POINT (-87.81150600000001 42.011601),no_spray
2562,"3800 North California Avenue, Chicago, IL 60618, USA",9.0,"3800  N CALIFORNIA AVE, Chicago, IL",38.0,2007-08-24,41.9498,-87.6985,1.0,CULEX PIPIENS/RESTUANS, N CALIFORNIA AVE,,T019,0.0,POINT (-87.69845699999999 41.94983),no_spray
2563,"3800 North California Avenue, Chicago, IL 60618, USA",9.0,"3800  N CALIFORNIA AVE, Chicago, IL",38.0,2007-08-24,41.9498,-87.6985,4.0,CULEX PIPIENS, N CALIFORNIA AVE,,T019,0.0,POINT (-87.69845699999999 41.94983),no_spray
2564,"4900 West Balmoral Avenue, Chicago, IL 60630, USA",9.0,"4900  W BALMORAL AVE, Chicago, IL",49.0,2007-08-24,41.9792,-87.7509,3.0,CULEX PIPIENS/RESTUANS, W BALMORAL AVE,,T025,0.0,POINT (-87.750938 41.979243),no_spray
2565,"4900 West Balmoral Avenue, Chicago, IL 60630, USA",9.0,"4900  W BALMORAL AVE, Chicago, IL",49.0,2007-08-24,41.9792,-87.7509,8.0,CULEX PIPIENS, W BALMORAL AVE,,T025,0.0,POINT (-87.750938 41.979243),no_spray
2566,"5800 North Western Avenue, Chicago, IL 60659, USA",9.0,"5800  N WESTERN AVE, Chicago, IL",58.0,2007-08-24,41.9869,-87.6898,3.0,CULEX SALINARIUS, N WESTERN AVE,,T028,0.0,POINT (-87.689778 41.986921),no_spray
2567,"5000 South Central Avenue, Chicago, IL 60638, USA",9.0,"5000  S CENTRAL AVE, Chicago, IL",50.0,2007-08-24,41.8015,-87.7634,1.0,CULEX PIPIENS/RESTUANS, S CENTRAL AVE,,T031,0.0,POINT (-87.76341600000001 41.801498),no_spray
2568,"5000 South Central Avenue, Chicago, IL 60638, USA",9.0,"5000  S CENTRAL AVE, Chicago, IL",50.0,2007-08-24,41.8015,-87.7634,1.0,CULEX PIPIENS, S CENTRAL AVE,,T031,0.0,POINT (-87.76341600000001 41.801498),no_spray
2569,"1400 North Sacramento Avenue, Chicago, IL 60622, USA",9.0,"1400  N HUMBOLDT DR, Chicago, IL",14.0,2007-08-24,41.9066,-87.7014,20.0,CULEX PIPIENS/RESTUANS, N HUMBOLDT DR,,T033,0.0,POINT (-87.701431 41.906638),no_spray
2570,"1400 North Sacramento Avenue, Chicago, IL 60622, USA",9.0,"1400  N HUMBOLDT DR, Chicago, IL",14.0,2007-08-24,41.9066,-87.7014,8.0,CULEX PIPIENS, N HUMBOLDT DR,,T033,0.0,POINT (-87.701431 41.906638),no_spray
2571,"South Vincennes Avenue, Chicago, IL, USA",5.0,"1000  S VINCENNES, Chicago, IL",10.0,2007-08-24,41.7232,-87.65,6.0,CULEX PIPIENS/RESTUANS, S VINCENNES,,T089,0.0,POINT (-87.64997 41.723195),no_spray
2572,"South Vincennes Avenue, Chicago, IL, USA",5.0,"1000  S VINCENNES, Chicago, IL",10.0,2007-08-24,41.7232,-87.65,1.0,CULEX PIPIENS, S VINCENNES,,T089,0.0,POINT (-87.64997 41.723195),no_spray
2573,"1100 South State Street, Chicago, IL 60605, USA",8.0,"1100  S STATE ST, Chicago, IL",11.0,2007-08-24,41.8692,-87.6276,2.0,CULEX PIPIENS/RESTUANS, S STATE ST,,T092,0.0,POINT (-87.627561 41.86921599999999),no_spray
2574,"1100 South State Street, Chicago, IL 60605, USA",8.0,"1100  S STATE ST, Chicago, IL",11.0,2007-08-24,41.8692,-87.6276,2.0,CULEX PIPIENS, S STATE ST,,T092,0.0,POINT (-87.627561 41.86921599999999),no_spray
2575,"4200 West 127th Street, Alsip, IL 60803, USA",8.0,"4200  W 127TH PL, Chicago, IL",42.0,2007-08-24,41.662,-87.7246,3.0,CULEX PIPIENS/RESTUANS, W 127TH PL,,T135,0.0,POINT (-87.72460799999999 41.662014),no_spray
2576,"4200 West 127th Street, Alsip, IL 60803, USA",8.0,"4200  W 127TH PL, Chicago, IL",42.0,2007-08-24,41.662,-87.7246,50.0,CULEX PIPIENS/RESTUANS, W 127TH PL,,T135,1.0,POINT (-87.72460799999999 41.662014),no_spray
2577,"4200 West 127th Street, Alsip, IL 60803, USA",8.0,"4200  W 127TH PL, Chicago, IL",42.0,2007-08-24,41.662,-87.7246,1.0,CULEX RESTUANS, W 127TH PL,,T135,0.0,POINT (-87.72460799999999 41.662014),no_spray
2578,"4200 West 127th Street, Alsip, IL 60803, USA",8.0,"4200  W 127TH PL, Chicago, IL",42.0,2007-08-24,41.662,-87.7246,50.0,CULEX PIPIENS, W 127TH PL,,T135,0.0,POINT (-87.72460799999999 41.662014),no_spray
2579,"4200 West 127th Street, Alsip, IL 60803, USA",8.0,"4200  W 127TH PL, Chicago, IL",42.0,2007-08-24,41.662,-87.7246,6.0,CULEX PIPIENS, W 127TH PL,,T135,0.0,POINT (-87.72460799999999 41.662014),no_spray
2580,"4200 West 127th Street, Alsip, IL 60803, USA",8.0,"4200  W 127TH PL, Chicago, IL",42.0,2007-08-24,41.662,-87.7246,50.0,CULEX PIPIENS, W 127TH PL,,T135,1.0,POINT (-87.72460799999999 41.662014),no_spray
2581,"5300 West Agatite Avenue, Chicago, IL 60630, USA",9.0,"5300  W AGATITE AVE, Chicago, IL",53.0,2007-08-24,41.9617,-87.7601,2.0,CULEX PIPIENS/RESTUANS, W AGATITE AVE,,T141,0.0,POINT (-87.76007 41.961743),no_spray
2582,"Chicago, IL, USA",3.0,"4300  N ASHLAND AVE OVERPASS, Chicago, IL",43.0,2007-08-24,41.8781,-87.6298,2.0,CULEX PIPIENS/RESTUANS, N ASHLAND AVE OVERPASS,,T145,0.0,POINT (-87.62979799999999 41.878114),no_spray
2583,"Chicago, IL, USA",3.0,"4300  N ASHLAND AVE OVERPASS, Chicago, IL",43.0,2007-08-24,41.8781,-87.6298,8.0,CULEX PIPIENS/RESTUANS, N ASHLAND AVE OVERPASS,,T145,0.0,POINT (-87.62979799999999 41.878114),no_spray
2584,"Chicago, IL, USA",3.0,"4300  N ASHLAND AVE OVERPASS, Chicago, IL",43.0,2007-08-24,41.8781,-87.6298,1.0,CULEX PIPIENS, N ASHLAND AVE OVERPASS,,T145,0.0,POINT (-87.62979799999999 41.878114),no_spray
2585,"Chicago, IL, USA",3.0,"4300  N ASHLAND AVE OVERPASS, Chicago, IL",43.0,2007-08-24,41.8781,-87.6298,1.0,CULEX PIPIENS, N ASHLAND AVE OVERPASS,,T145,0.0,POINT (-87.62979799999999 41.878114),no_spray
2586,"4200 North Richmond Street, Chicago, IL 60618, USA",9.0,"4200  N RICHMOND ST, Chicago, IL",42.0,2007-08-24,41.9583,-87.7026,3.0,CULEX PIPIENS/RESTUANS, N RICHMOND ST,,T146,0.0,POINT (-87.702575 41.958271),no_spray
2587,"4200 North Richmond Street, Chicago, IL 60618, USA",9.0,"4200  N RICHMOND ST, Chicago, IL",42.0,2007-08-24,41.9583,-87.7026,4.0,CULEX PIPIENS, N RICHMOND ST,,T146,0.0,POINT (-87.702575 41.958271),no_spray
2588,"2800 North Francisco Avenue, Chicago, IL 60618, USA",8.0,"2800  N FRANCISCO AVE, Chicago, IL",28.0,2007-08-24,41.9321,-87.7001,2.0,CULEX PIPIENS/RESTUANS, N FRANCISCO AVE,,T147,0.0,POINT (-87.70011700000001 41.932094),no_spray
2589,"2800 North Francisco Avenue, Chicago, IL 60618, USA",8.0,"2800  N FRANCISCO AVE, Chicago, IL",28.0,2007-08-24,41.9321,-87.7001,3.0,CULEX PIPIENS, N FRANCISCO AVE,,T147,0.0,POINT (-87.70011700000001 41.932094),no_spray
2590,"1800 West Farwell Avenue, Chicago, IL 60626, USA",9.0,"1800  W FARWELL AVE, Chicago, IL",18.0,2007-08-24,42.0069,-87.6759,1.0,CULEX PIPIENS, W FARWELL AVE,,T150,0.0,POINT (-87.67591899999999 42.006858),no_spray
2591,"7000 West Armitage Avenue, Chicago, IL 60707, USA",8.0,"7000   W ARMITAGE AVENUE, Chicago, IL",70.0,2007-08-24,41.9163,-87.8005,8.0,CULEX PIPIENS/RESTUANS,  W ARMITAGE AVENUE,,T151,0.0,POINT (-87.800515 41.916265),no_spray
2592,"7000 West Armitage Avenue, Chicago, IL 60707, USA",8.0,"7000   W ARMITAGE AVENUE, Chicago, IL",70.0,2007-08-24,41.9163,-87.8005,2.0,CULEX PIPIENS,  W ARMITAGE AVENUE,,T151,0.0,POINT (-87.800515 41.916265),no_spray
2593,"2500 South Millard Avenue, Chicago, IL 60623, USA",9.0,"2500  S MILLARD AVE, Chicago, IL",25.0,2007-08-24,41.8461,-87.7163,3.0,CULEX PIPIENS/RESTUANS, S MILLARD AVE,,T152,0.0,POINT (-87.71627700000001 41.846075),no_spray
2594,"2500 South Millard Avenue, Chicago, IL 60623, USA",9.0,"2500  S MILLARD AVE, Chicago, IL",25.0,2007-08-24,41.8461,-87.7163,5.0,CULEX PIPIENS, S MILLARD AVE,,T152,1.0,POINT (-87.71627700000001 41.846075),no_spray
2595,"2100 North Lawler Avenue, Chicago, IL 60639, USA",8.0,"2100  N LAWLER AVE, Chicago, IL",21.0,2007-08-24,41.9187,-87.7523,12.0,CULEX PIPIENS/RESTUANS, N LAWLER AVE,,T154,1.0,POINT (-87.752329 41.918705),no_spray
2596,"3500 West 116th Street, Chicago, IL 60655, USA",9.0,"3500  W 116TH ST, Chicago, IL",35.0,2007-08-24,41.6826,-87.708,8.0,CULEX PIPIENS/RESTUANS, W 116TH ST,,T158,0.0,POINT (-87.707973 41.682587),no_spray
2597,"3500 West 116th Street, Chicago, IL 60655, USA",9.0,"3500  W 116TH ST, Chicago, IL",35.0,2007-08-24,41.6826,-87.708,5.0,CULEX PIPIENS, W 116TH ST,,T158,0.0,POINT (-87.707973 41.682587),no_spray
2598,"9300 South Doctor Martin Luther King Junior Drive, Chicago, IL 60619, USA",8.0,"9300  S DR MARTIN LUTHER KING JR DR, Chicago, IL",93.0,2007-08-24,41.7255,-87.6143,4.0,CULEX PIPIENS/RESTUANS, S DR MARTIN LUTHER KING JR DR,,T162,0.0,POINT (-87.61425799999999 41.725517),no_spray
2599,"9300 South Doctor Martin Luther King Junior Drive, Chicago, IL 60619, USA",8.0,"9300  S DR MARTIN LUTHER KING JR DR, Chicago, IL",93.0,2007-08-24,41.7255,-87.6143,3.0,CULEX PIPIENS, S DR MARTIN LUTHER KING JR DR,,T162,0.0,POINT (-87.61425799999999 41.725517),no_spray
2600,"3700 North Kedvale Avenue, Chicago, IL 60641, USA",8.0,"3700  N KEDVALE AVE, Chicago, IL",37.0,2007-08-24,41.9482,-87.7307,6.0,CULEX PIPIENS/RESTUANS, N KEDVALE AVE,,T218,0.0,POINT (-87.730698 41.948167),no_spray
2601,"3700 North Kedvale Avenue, Chicago, IL 60641, USA",8.0,"3700  N KEDVALE AVE, Chicago, IL",37.0,2007-08-24,41.9482,-87.7307,8.0,CULEX PIPIENS, N KEDVALE AVE,,T218,0.0,POINT (-87.730698 41.948167),no_spray
2602,"4500 North Campbell Avenue, Chicago, IL 60625, USA",9.0,"4500  N CAMPBELL AVE, Chicago, IL",45.0,2007-08-24,41.964,-87.6918,4.0,CULEX PIPIENS/RESTUANS, N CAMPBELL AVE,,T220,0.0,POINT (-87.69181 41.963976),no_spray
2603,"4500 North Campbell Avenue, Chicago, IL 60625, USA",9.0,"4500  N CAMPBELL AVE, Chicago, IL",45.0,2007-08-24,41.964,-87.6918,5.0,CULEX PIPIENS, N CAMPBELL AVE,,T220,0.0,POINT (-87.69181 41.963976),no_spray
2604,"4000 North Tripp Avenue, Chicago, IL 60641, USA",8.0,"4000  N TRIPP AVE, Chicago, IL",40.0,2007-08-24,41.9537,-87.734,2.0,CULEX PIPIENS/RESTUANS, N TRIPP AVE,,T001,0.0,POINT (-87.733974 41.953705),no_spray
2605,"4600 Milwaukee Avenue, Chicago, IL 60630, USA",8.0,"4600  N MILWAUKEE AVE, Chicago, IL",46.0,2007-08-24,41.9642,-87.7576,12.0,CULEX PIPIENS/RESTUANS, N MILWAUKEE AVE,,T003,0.0,POINT (-87.757639 41.964242),no_spray
2606,"4600 Milwaukee Avenue, Chicago, IL 60630, USA",8.0,"4600  N MILWAUKEE AVE, Chicago, IL",46.0,2007-08-24,41.9642,-87.7576,1.0,CULEX RESTUANS, N MILWAUKEE AVE,,T003,0.0,POINT (-87.757639 41.964242),no_spray
2607,"4600 Milwaukee Avenue, Chicago, IL 60630, USA",8.0,"4600  N MILWAUKEE AVE, Chicago, IL",46.0,2007-08-24,41.9642,-87.7576,19.0,CULEX PIPIENS, N MILWAUKEE AVE,,T003,1.0,POINT (-87.757639 41.964242),no_spray
2608,"6000 North Avondale Avenue, Chicago, IL 60631, USA",8.0,"6000  N AVONDALE AVE, Chicago, IL",60.0,2007-08-24,41.9903,-87.7971,1.0,CULEX PIPIENS/RESTUANS, N AVONDALE AVE,,T006,0.0,POINT (-87.797127 41.990284),no_spray
2609,"6000 North Avondale Avenue, Chicago, IL 60631, USA",8.0,"6000  N AVONDALE AVE, Chicago, IL",60.0,2007-08-24,41.9903,-87.7971,1.0,CULEX PIPIENS, N AVONDALE AVE,,T006,0.0,POINT (-87.797127 41.990284),no_spray
2610,"7000 North Moselle Avenue, Chicago, IL 60646, USA",9.0,"7000  N MOSELL AVE, Chicago, IL",70.0,2007-08-24,42.0083,-87.7779,12.0,CULEX PIPIENS/RESTUANS, N MOSELL AVE,,T008,0.0,POINT (-87.77792099999999 42.008314),no_spray
2611,"7000 North Moselle Avenue, Chicago, IL 60646, USA",9.0,"7000  N MOSELL AVE, Chicago, IL",70.0,2007-08-24,42.0083,-87.7779,9.0,CULEX PIPIENS, N MOSELL AVE,,T008,0.0,POINT (-87.77792099999999 42.008314),no_spray
2612,"6100 North Lemont Avenue, Chicago, IL 60646, USA",8.0,"6100  N LEMONT AVE, Chicago, IL",61.0,2007-08-24,41.9914,-87.7471,6.0,CULEX PIPIENS/RESTUANS, N LEMONT AVE,,T012,0.0,POINT (-87.747113 41.991429),no_spray
2613,"6100 North Lemont Avenue, Chicago, IL 60646, USA",8.0,"6100  N LEMONT AVE, Chicago, IL",61.0,2007-08-24,41.9914,-87.7471,5.0,CULEX PIPIENS, N LEMONT AVE,,T012,1.0,POINT (-87.747113 41.991429),no_spray
2614,"2700 South Western Avenue, Chicago, IL 60608, USA",9.0,"2700  S WESTERN AVE, Chicago, IL",27.0,2007-08-24,41.8438,-87.6868,4.0,CULEX PIPIENS/RESTUANS, S WESTERN AVE,,T034,0.0,POINT (-87.686763 41.843811),no_spray
2615,"2700 South Western Avenue, Chicago, IL 60608, USA",9.0,"2700  S WESTERN AVE, Chicago, IL",27.0,2007-08-24,41.8438,-87.6868,1.0,CULEX PIPIENS, S WESTERN AVE,,T034,0.0,POINT (-87.686763 41.843811),no_spray
2616,"6800 West Belden Avenue, Chicago, IL 60707, USA",8.0,"6800  W BELDEN AVE, Chicago, IL",68.0,2007-08-24,41.9212,-87.7952,15.0,CULEX PIPIENS/RESTUANS, W BELDEN AVE,,T037,0.0,POINT (-87.79518 41.921177),no_spray
2617,"6800 West Belden Avenue, Chicago, IL 60707, USA",8.0,"6800  W BELDEN AVE, Chicago, IL",68.0,2007-08-24,41.9212,-87.7952,7.0,CULEX PIPIENS, W BELDEN AVE,,T037,0.0,POINT (-87.79518 41.921177),no_spray
2618,"6800 West Belden Avenue, Chicago, IL 60707, USA",8.0,"6800  W BELDEN AVE, Chicago, IL",68.0,2007-08-24,41.9212,-87.7952,1.0,CULEX TERRITANS, W BELDEN AVE,,T037,0.0,POINT (-87.79518 41.921177),no_spray
2619,"3000 West 18th Street, Chicago, IL 60608, USA",8.0,"3000  W 18TH ST, Chicago, IL",30.0,2007-08-24,41.8574,-87.695,3.0,CULEX PIPIENS, W 18TH ST,,T043,0.0,POINT (-87.694991 41.857402),no_spray
2620,"1100 South California Avenue, Chicago, IL 60612, USA",9.0,"1100  S CALIFORNIA, Chicago, IL",11.0,2007-08-24,41.8681,-87.6963,19.0,CULEX PIPIENS/RESTUANS, S CALIFORNIA,,T047,0.0,POINT (-87.696269 41.868142),no_spray
2621,"1100 South California Avenue, Chicago, IL 60612, USA",9.0,"1100  S CALIFORNIA, Chicago, IL",11.0,2007-08-24,41.8681,-87.6963,15.0,CULEX PIPIENS, S CALIFORNIA,,T047,0.0,POINT (-87.696269 41.868142),no_spray
2622,"2500 South Throop Street, Chicago, IL 60608, USA",9.0,"2500  S THROOP, Chicago, IL",25.0,2007-08-24,41.8463,-87.6569,3.0,CULEX PIPIENS, S THROOP,,T051,0.0,POINT (-87.656913 41.846283),no_spray
2623,"1000 West 95th Street, Chicago, IL 60643, USA",8.0,"1000  W 95TH ST, Chicago, IL",10.0,2007-08-24,41.7215,-87.6481,13.0,CULEX PIPIENS/RESTUANS, W 95TH ST,,T085,0.0,POINT (-87.64806400000001 41.721474),no_spray
2624,"1000 West 95th Street, Chicago, IL 60643, USA",8.0,"1000  W 95TH ST, Chicago, IL",10.0,2007-08-24,41.7215,-87.6481,7.0,CULEX PIPIENS, W 95TH ST,,T085,0.0,POINT (-87.64806400000001 41.721474),no_spray
2625,"1000 South California Avenue, Chicago, IL 60612, USA",9.0,"1000  S CALIFORNIA AVE, Chicago, IL",10.0,2007-08-24,41.8691,-87.6963,3.0,CULEX PIPIENS/RESTUANS, S CALIFORNIA AVE,,T088,0.0,POINT (-87.69629300000001 41.869107),no_spray
2626,"1000 South California Avenue, Chicago, IL 60612, USA",9.0,"1000  S CALIFORNIA AVE, Chicago, IL",10.0,2007-08-24,41.8691,-87.6963,10.0,CULEX PIPIENS, S CALIFORNIA AVE,,T088,0.0,POINT (-87.69629300000001 41.869107),no_spray
2627,"9600 South Hoyne Avenue, Chicago, IL 60643, USA",9.0,"9600  S HOYNE AVE, Chicago, IL",96.0,2007-08-24,41.7191,-87.6751,2.0,CULEX PIPIENS/RESTUANS, S HOYNE AVE,,T161,0.0,POINT (-87.675088 41.719059),no_spray
2628,"1800 West Leland Avenue, Chicago, IL 60640, USA",8.0,"1800  W LELAND AVE, Chicago, IL",18.0,2007-08-24,41.967,-87.6747,1.0,CULEX PIPIENS, W LELAND AVE,,T219,0.0,POINT (-87.674677 41.966987),no_spray
2629,"6100 West Fullerton Avenue, Chicago, IL 60639, USA",9.0,"6100  W FULLERTON AVE, Chicago, IL",61.0,2007-08-24,41.9237,-87.7853,35.0,CULEX PIPIENS/RESTUANS, W FULLERTON AVE,,T013,0.0,POINT (-87.78528799999999 41.923738),no_spray
2630,"6100 West Fullerton Avenue, Chicago, IL 60639, USA",9.0,"6100  W FULLERTON AVE, Chicago, IL",61.0,2007-08-24,41.9237,-87.7853,16.0,CULEX PIPIENS, W FULLERTON AVE,,T013,0.0,POINT (-87.78528799999999 41.923738),no_spray
2631,"6400 West Strong Street, Chicago, IL, USA",8.0,"6400  W STRONG ST, Chicago, IL",64.0,2007-08-24,41.9702,-87.788,10.0,CULEX PIPIENS/RESTUANS, W STRONG ST,,T014,0.0,POINT (-87.787992 41.970248),no_spray
2632,"6400 West Strong Street, Chicago, IL, USA",8.0,"6400  W STRONG ST, Chicago, IL",64.0,2007-08-24,41.9702,-87.788,1.0,CULEX RESTUANS, W STRONG ST,,T014,0.0,POINT (-87.787992 41.970248),no_spray
2633,"6400 West Strong Street, Chicago, IL, USA",8.0,"6400  W STRONG ST, Chicago, IL",64.0,2007-08-24,41.9702,-87.788,18.0,CULEX PIPIENS, W STRONG ST,,T014,1.0,POINT (-87.787992 41.970248),no_spray
2634,"1200 West Greenleaf Avenue, Chicago, IL 60626, USA",8.0,"1200  W GREENLEAF AVE, Chicago, IL",12.0,2007-08-24,42.0104,-87.6621,1.0,CULEX PIPIENS/RESTUANS, W GREENLEAF AVE,,T018,0.0,POINT (-87.66214000000001 42.010412),no_spray
2635,"1000 North Central Park Avenue, Chicago, IL 60651, USA",9.0,"1000  N CENTRAL PARK DR, Chicago, IL",10.0,2007-08-24,41.8992,-87.7168,4.0,CULEX PIPIENS/RESTUANS, N CENTRAL PARK DR,,T030,0.0,POINT (-87.71678799999999 41.89923),no_spray
